feature_id,feature_name,category,implementation_class,normative_specification,registry_entry,source_module,provider,positive_vectors,negative_vectors,hostile_tests,formal_definition,theorem_ids,assumption_ids,unit_test_status,integration_test_status,interop_status,lean_compile_status,implementation_status,critical_issues,evidence_paths
RSA-PSS-SHA-384,RSA-PSS with SHA-384,SIGNATURE,NODE_NATIVE,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,src/signature/signature.mjs;src/keys/key-generation.mjs;src/keys/key-id.mjs,node:crypto,vectors/signatures/signatures.json,vectors/signatures/signatures.json,test/hostile/hostile-surface.test.mjs,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS;ASSUMPTION-TRANSCRIPT-INJECTIVITY;ASSUMPTION-SIGNATURE-CORRECTNESS,PASS,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,COMPLETE,,src/signature/signature.mjs;src/keys/key-generation.mjs;src/keys/key-id.mjs;vectors/signatures/signatures.json;test/unit/signature-kem-aead.test.mjs;test/hostile/hostile-surface.test.mjs
RSA-PSS-SHA-512,RSA-PSS with SHA-512,SIGNATURE,NODE_NATIVE,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,src/signature/signature.mjs;src/keys/key-generation.mjs;src/keys/key-id.mjs,node:crypto,vectors/signatures/signatures.json,vectors/signatures/signatures.json,test/hostile/hostile-surface.test.mjs,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS;ASSUMPTION-TRANSCRIPT-INJECTIVITY;ASSUMPTION-SIGNATURE-CORRECTNESS,PASS,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,COMPLETE,,src/signature/signature.mjs;src/keys/key-generation.mjs;src/keys/key-id.mjs;vectors/signatures/signatures.json;test/unit/signature-kem-aead.test.mjs;test/hostile/hostile-surface.test.mjs
RSA-PKCS1v1.5,RSA PKCS#1 v1.5,SIGNATURE,LEGACY_VERIFY_ONLY,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,src/signature/signature.mjs,,vectors/signatures/signatures.json,no,no,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,LEGACY_VERIFY_ONLY,,src/signature/signature.mjs;vectors/signatures/signatures.json
ML-DSA-44,ML-DSA-44,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
ML-DSA-65,ML-DSA-65,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
ML-DSA-87,ML-DSA-87,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHA2-128s,SLH-DSA-SHA2-128s,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHA2-128f,SLH-DSA-SHA2-128f,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHA2-192s,SLH-DSA-SHA2-192s,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHA2-192f,SLH-DSA-SHA2-192f,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHA2-256s,SLH-DSA-SHA2-256s,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHA2-256f,SLH-DSA-SHA2-256f,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHAKE-128s,SLH-DSA-SHAKE-128s,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHAKE-128f,SLH-DSA-SHAKE-128f,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHAKE-192s,SLH-DSA-SHAKE-192s,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHAKE-192f,SLH-DSA-SHAKE-192f,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHAKE-256s,SLH-DSA-SHAKE-256s,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
SLH-DSA-SHAKE-256f,SLH-DSA-SHAKE-256f,SIGNATURE,VETTED_PROVIDER,RFC 8032 / FIPS 186-5 / RFC 8017,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
X25519,X25519,KEM,NODE_NATIVE,RFC 7748 / SP 800-56A,ALGORITHM_REGISTRY.json,src/kem/ecdh.mjs;src/keys/key-generation.mjs,node:crypto,vectors/kem/ecdh.json,vectors/kem/ecdh.json,test/hostile/hostile-surface.test.mjs,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS;ASSUMPTION-TRANSCRIPT-INJECTIVITY;ASSUMPTION-DH-HARDNESS,PASS,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,COMPLETE,,src/kem/ecdh.mjs;src/keys/key-generation.mjs;vectors/kem/ecdh.json;test/unit/signature-kem-aead.test.mjs;test/hostile/hostile-surface.test.mjs
X448,X448,KEM,NODE_NATIVE,RFC 7748 / SP 800-56A,ALGORITHM_REGISTRY.json,src/kem/ecdh.mjs;src/keys/key-generation.mjs,node:crypto,vectors/kem/ecdh.json,vectors/kem/ecdh.json,test/hostile/hostile-surface.test.mjs,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS;ASSUMPTION-TRANSCRIPT-INJECTIVITY;ASSUMPTION-DH-HARDNESS,PASS,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,COMPLETE,,src/kem/ecdh.mjs;src/keys/key-generation.mjs;vectors/kem/ecdh.json;test/unit/signature-kem-aead.test.mjs;test/hostile/hostile-surface.test.mjs
ECDH-P-256,ECDH-P-256,KEM,NODE_NATIVE,RFC 7748 / SP 800-56A,ALGORITHM_REGISTRY.json,src/kem/ecdh.mjs;src/keys/key-generation.mjs,node:crypto,vectors/kem/ecdh.json,vectors/kem/ecdh.json,test/hostile/hostile-surface.test.mjs,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS;ASSUMPTION-TRANSCRIPT-INJECTIVITY;ASSUMPTION-DH-HARDNESS,PASS,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,COMPLETE,,src/kem/ecdh.mjs;src/keys/key-generation.mjs;vectors/kem/ecdh.json;test/unit/signature-kem-aead.test.mjs;test/hostile/hostile-surface.test.mjs
ECDH-P-384,ECDH-P-384,KEM,NODE_NATIVE,RFC 7748 / SP 800-56A,ALGORITHM_REGISTRY.json,src/kem/ecdh.mjs;src/keys/key-generation.mjs,node:crypto,vectors/kem/ecdh.json,vectors/kem/ecdh.json,test/hostile/hostile-surface.test.mjs,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS;ASSUMPTION-TRANSCRIPT-INJECTIVITY;ASSUMPTION-DH-HARDNESS,PASS,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,COMPLETE,,src/kem/ecdh.mjs;src/keys/key-generation.mjs;vectors/kem/ecdh.json;test/unit/signature-kem-aead.test.mjs;test/hostile/hostile-surface.test.mjs
ECDH-P-521,ECDH-P-521,KEM,NODE_NATIVE,RFC 7748 / SP 800-56A,ALGORITHM_REGISTRY.json,src/kem/ecdh.mjs;src/keys/key-generation.mjs,node:crypto,vectors/kem/ecdh.json,vectors/kem/ecdh.json,test/hostile/hostile-surface.test.mjs,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS;ASSUMPTION-TRANSCRIPT-INJECTIVITY;ASSUMPTION-DH-HARDNESS,PASS,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,COMPLETE,,src/kem/ecdh.mjs;src/keys/key-generation.mjs;vectors/kem/ecdh.json;test/unit/signature-kem-aead.test.mjs;test/hostile/hostile-surface.test.mjs
ML-KEM-512,ML-KEM-512,KEM,PURE_MJS,RFC 7748 / SP 800-56A,ALGORITHM_REGISTRY.json,crypto/mlkem.mjs,in-repo,crypto/ref_vectors.json,no,no,no,,ASSUMPTION-PUREMJS-VECTOR-ADEQUACY,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,crypto/mlkem.mjs;crypto/ref_vectors.json
ML-KEM-768,ML-KEM-768,KEM,PURE_MJS,RFC 7748 / SP 800-56A,ALGORITHM_REGISTRY.json,crypto/mlkem.mjs,in-repo,crypto/ref_vectors.json,no,no,no,,ASSUMPTION-PUREMJS-VECTOR-ADEQUACY,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,crypto/mlkem.mjs;crypto/ref_vectors.json
ML-KEM-1024,ML-KEM-1024,KEM,PURE_MJS,RFC 7748 / SP 800-56A,ALGORITHM_REGISTRY.json,crypto/mlkem.mjs,in-repo,crypto/ref_vectors.json,no,no,no,,ASSUMPTION-PUREMJS-VECTOR-ADEQUACY,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,crypto/mlkem.mjs;crypto/ref_vectors.json
AES-128-GCM,AES-128-GCM,AEAD,NODE_NATIVE,SP 800-38D / RFC 8439,ALGORITHM_REGISTRY.json,src/aead/aead.mjs,node:crypto,vectors/encryption/aead.json,vectors/encryption/aead.json,test/hostile/hostile-surface.test.mjs,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS;ASSUMPTION-TRANSCRIPT-INJECTIVITY;ASSUMPTION-AEAD-AUTHENTICITY,PASS,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,COMPLETE,,src/aead/aead.mjs;vectors/encryption/aead.json;test/unit/signature-kem-aead.test.mjs;test/hostile/hostile-surface.test.mjs
AES-192-GCM,AES-192-GCM,AEAD,NODE_NATIVE,SP 800-38D / RFC 8439,ALGORITHM_REGISTRY.json,src/aead/aead.mjs,node:crypto,vectors/encryption/aead.json,vectors/encryption/aead.json,test/hostile/hostile-surface.test.mjs,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS;ASSUMPTION-TRANSCRIPT-INJECTIVITY;ASSUMPTION-AEAD-AUTHENTICITY,PASS,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,COMPLETE,,src/aead/aead.mjs;vectors/encryption/aead.json;test/unit/signature-kem-aead.test.mjs;test/hostile/hostile-surface.test.mjs
AES-256-GCM,AES-256-GCM,AEAD,NODE_NATIVE,SP 800-38D / RFC 8439,ALGORITHM_REGISTRY.json,src/aead/aead.mjs,node:crypto,vectors/encryption/aead.json,vectors/encryption/aead.json,test/hostile/hostile-surface.test.mjs,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS;ASSUMPTION-TRANSCRIPT-INJECTIVITY;ASSUMPTION-AEAD-AUTHENTICITY,PASS,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,COMPLETE,,src/aead/aead.mjs;vectors/encryption/aead.json;test/unit/signature-kem-aead.test.mjs;test/hostile/hostile-surface.test.mjs
ChaCha20-Poly1305,ChaCha20-Poly1305,AEAD,NODE_NATIVE,SP 800-38D / RFC 8439,ALGORITHM_REGISTRY.json,src/aead/aead.mjs,node:crypto,vectors/encryption/aead.json,vectors/encryption/aead.json,test/hostile/hostile-surface.test.mjs,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS;ASSUMPTION-TRANSCRIPT-INJECTIVITY;ASSUMPTION-AEAD-AUTHENTICITY,PASS,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,COMPLETE,,src/aead/aead.mjs;vectors/encryption/aead.json;test/unit/signature-kem-aead.test.mjs;test/hostile/hostile-surface.test.mjs
XChaCha20-Poly1305,XChaCha20-Poly1305,AEAD,VETTED_PROVIDER,SP 800-38D / RFC 8439,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
AES-KeyWrap,AES Key Wrap (RFC 3394),AEAD,NODE_NATIVE,SP 800-38D / RFC 8439,ALGORITHM_REGISTRY.json,,node:crypto,no,no,no,no,,ASSUMPTION-NODE-CRYPTO-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
AES-256-GCM-SIV,AES-256-GCM-SIV,AEAD,VETTED_PROVIDER,SP 800-38D / RFC 8439,ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,NOT_IMPLEMENTED,,
Ed25519+ML-DSA-44,Ed25519+ML-DSA-44,HYBRID_SIGNATURE,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
Ed25519+ML-DSA-65,Ed25519+ML-DSA-65,HYBRID_SIGNATURE,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
Ed25519+ML-DSA-87,Ed25519+ML-DSA-87,HYBRID_SIGNATURE,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
Ed448+ML-DSA-65,Ed448+ML-DSA-65,HYBRID_SIGNATURE,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
Ed448+ML-DSA-87,Ed448+ML-DSA-87,HYBRID_SIGNATURE,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
P-256+ML-DSA-44,P-256+ML-DSA-44,HYBRID_SIGNATURE,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
P-384+ML-DSA-65,P-384+ML-DSA-65,HYBRID_SIGNATURE,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
P-384+ML-DSA-87,P-384+ML-DSA-87,HYBRID_SIGNATURE,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
RSA-PSS-3072+ML-DSA-65,RSA-PSS-3072+ML-DSA-65,HYBRID_SIGNATURE,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
Ed25519+SLH-DSA-SHA2-128s,Ed25519+SLH-DSA-SHA2-128s,HYBRID_SIGNATURE,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
Ed25519+SLH-DSA-SHA2-128f,Ed25519+SLH-DSA-SHA2-128f,HYBRID_SIGNATURE,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
X25519+ML-KEM-768,X25519+ML-KEM-768,HYBRID_KEM,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
X25519+ML-KEM-1024,X25519+ML-KEM-1024,HYBRID_KEM,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
X448+ML-KEM-1024,X448+ML-KEM-1024,HYBRID_KEM,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
P-256-ECDH+ML-KEM-768,P-256-ECDH+ML-KEM-768,HYBRID_KEM,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
P-384-ECDH+ML-KEM-768,P-384-ECDH+ML-KEM-768,HYBRID_KEM,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
P-384-ECDH+ML-KEM-1024,P-384-ECDH+ML-KEM-1024,HYBRID_KEM,VETTED_PROVIDER,ProofBundle FORMAT_SPECIFICATION.md (hybrid profiles),ALGORITHM_REGISTRY.json,,NOT_WIRED,no,no,no,no,,ASSUMPTION-PROVIDER-CORRECTNESS,NOT_RUN,NOT_RUN — no end-to-end bundle layer in this slice,NOT_RUN — no second independent implementation available in this environment,NOT_RUN — lake/lean not installed in this environment,BLOCKED,,
